RPM,A_mean,A_std,A_rms,A_min,A_max,A_peak,A_skewness,A_kurtosis,A_crest_factor,A_dominant_freq,A_spectral_centroid,A_spectral_entropy,H_mean,H_std,H_rms,H_min,H_max,H_peak,H_skewness,H_kurtosis,H_crest_factor,H_dominant_freq,H_spectral_centroid,H_spectral_entropy,V_mean,V_std,V_rms,V_min,V_max,V_peak,V_skewness,V_kurtosis,V_crest_factor,V_dominant_freq,V_spectral_centroid,V_spectral_entropy,Flow Rate
1100,0.043947304170905345,4.3583960713572525,4.358617634109033,-9.701,10.518,10.518,-0.04159662195058115,-1.0257051413315195,2.4131504258803926,20.834181078331635,807.138013171011,6.373240799260287,-0.010683485927432922,4.046092870030052,4.0461069745842835,-12.428,9.025,12.428,-0.5242609499658551,-0.37627161301330014,3.0715945174131027,6.944727026110545,1205.7478824965515,6.503877283885987,-0.03473794506612407,3.4471871940553585,3.4473622199714775,-8.749,7.553,8.749,-0.21035963515135447,-0.9238729310453517,2.537882427705084,20.834181078331635,1099.970480804488,6.491760595306764,20.39
1100,-0.054215055951169835,3.9252039606358324,3.92557835291604,-8.966,11.096,11.096,0.12323614217483397,-0.6858778892993889,2.8265898684094664,20.834181078331635,858.2436527193626,6.4694603249361835,-0.07025100033909802,3.544079277527758,3.544775469398636,-10.57,8.871,10.57,-0.5097302359166275,-0.24871159858632597,2.981853178360315,6.944727026110545,889.5562900334495,6.168913116486895,-0.014589352322821327,3.0791905246865867,3.0792250870179747,-9.491,6.301,9.491,-0.4176002667243982,-0.5694379781119538,3.0822689903424383,20.834181078331635,1115.5090561704624,6.5502589180141575,20.39
1125,-0.0523624957612751,4.736231543266405,4.736520987221954,-10.541,11.525,11.525,0.009000807651997152,-1.0491084647086075,2.433220507434002,22.57036283485927,1354.1210005412368,6.8526798651312415,0.036499287894201454,3.527693975141227,3.5278827900405783,-9.432,8.327,9.432,-0.37868714256376745,-0.41936558055172135,2.673558210784977,29.515089860969816,893.0261486046087,6.200257257924751,0.11270634113258726,3.778507905908409,3.780188449580767,-8.951,7.93,8.951,-0.2609098860684217,-1.097244553180103,2.367871369215122,22.57036283485927,957.0842735969816,6.325124079115406,21.34
1125,0.12484035266191924,4.153462311659646,4.15533804738313,-9.488,10.303,10.303,0.00017511407143717053,-0.7858594599215696,2.479461329623574,22.57036283485927,803.7309527412046,6.365566089331461,0.03949148864021704,3.061215916389042,3.0614706375251455,-8.599,8.139,8.599,-0.37503167446713526,-0.2303831009037962,2.808780817493427,29.515089860969816,938.4410159539464,6.284508398611009,0.05132343167175299,3.9282311102299454,3.9285663733755287,-9.427,7.807,9.427,-0.3386059986559257,-1.1974113913706277,2.399603087754394,22.57036283485927,850.7946915976153,6.266747101906626,21.34
1150,-0.013303017972194011,5.241711426504363,5.2417283074415035,-11.668,12.283,12.283,0.03238348061277172,-1.083159983096106,2.3433110759598588,22.57036283485927,846.7833013208423,6.397211749719088,0.12121295354357411,3.456491211646616,3.4586159191643486,-8.281,8.418,8.418,-0.29197271950154813,-0.46087057480607196,2.433921602383045,6.944727026110545,958.9256794617708,6.2990845739336105,-0.003945540861308897,3.9614025929001757,3.961404557771009,-9.237,8.835,9.237,-0.23910902979109377,-1.0922542445451056,2.3317487182368084,22.57036283485927,1275.7025851380824,6.629365370436618,21.37
1150,-0.032154018311291915,4.826802329457019,4.826909426179993,-10.976,11.259,11.259,0.05669258526656032,-1.0596881697789822,2.3325484292151617,22.57036283485927,774.340020496038,6.29515991515613,0.00930824008138352,2.8925150783245623,2.892530055447715,-7.51,8.238,8.238,-0.06800828588252643,-0.3703180657789855,2.84802572214756,6.944727026110545,999.3944620663209,6.382928684043945,0.014626653102746714,3.949828703015121,3.949855784980396,-9.57,7.159,9.57,-0.33426366357104553,-1.1318038703831996,2.4228732695483712,22.57036283485927,1021.9506000823546,6.423431432992966,21.37
1175,-0.0036665310274670068,5.932700554234515,5.932701687230219,-13.331,13.959,13.959,0.04359525226118388,-1.1287771052364288,2.3528909316384308,22.57036283485927,1220.5435337326194,6.709474152650872,0.13645486605629023,3.7308566412009423,3.7333512033645606,-8.649,8.622,8.649,-0.2529712456643295,-0.713063532714052,2.3166853394894567,22.57036283485927,953.8863171483065,6.247570806753726,0.01684510003390976,3.7816721051897746,3.781709622454587,-9.903,7.923,9.903,-0.2595329983010794,-0.9367288671156966,2.618656900889254,22.57036283485927,962.3571475383369,6.360244186996295,22.4
1175,0.049521736181756475,5.643256491564828,5.6434737734787985,-11.97,14.117,14.117,0.15387443903850834,-1.0590130046420938,2.5014734836444323,22.57036283485927,871.8594522292111,6.383988178567706,-0.09963601220752792,3.6082857525408074,3.6096611207864924,-8.021,8.874,8.874,-0.1082065507432947,-0.8814984979178653,2.4584025211947003,22.57036283485927,868.5697062756095,6.127638062362099,-0.02789725330620551,3.746378849853363,3.746482716278114,-10.779,8.388,10.779,-0.4464650410547187,-0.6739682225434009,2.8770985525079995,22.57036283485927,1141.900800683785,6.562516736005298,22.4
1200,-0.20371197015937598,6.942666700028146,6.945654718920738,-14.9,14.903,14.903,0.09270729855383276,-1.1558814271554425,2.145658055734122,22.57036283485927,1095.8794368330955,6.45987709866758,-0.1117976941336045,4.4581293249858955,4.459530894916279,-9.214,10.819,10.819,-0.10794748194026418,-0.9500400488347225,2.426039925484833,31.25127161749745,1161.6072451069683,6.47888568301576,-0.08282319430315362,3.5992132174043614,3.6001660330952556,-8.649,7.968,8.649,-0.0827421135029713,-0.7957947578208251,2.4023892010791488,22.57036283485927,921.093977049981,6.278049948795591,23.35
1200,0.0554292980671415,6.4026624569663415,6.402902384460541,-13.249,15.299,15.299,0.19078338349616,-1.0564289587196545,2.389385169627098,22.57036283485927,1096.3311477642155,6.486465375060663,0.053924516785350964,4.573364962923408,4.573682863689388,-9.645,9.869,9.869,-0.20793127678112516,-0.8836031662082449,2.157779691799425,31.25127161749745,920.4365491310781,6.079966975896437,-0.04946205493387584,3.3768864115466313,3.3772486333355096,-9.695,9.461,9.695,-0.24700898552920805,-0.34180642095381897,2.870679968393331,22.57036283485927,946.8468123487978,6.386485752112452,23.35
